Date,Dow
2019-09-10,44.99076461791992
2019-09-11,45.53469467163086
2019-09-12,45.62211227416992
2019-09-13,46.81681442260742
2019-09-16,47.60356903076172
2019-09-17,46.622554779052734
2019-09-18,46.14661407470703
2019-09-19,46.272884368896484
2019-09-20,46.8265266418457
2019-09-23,46.53513717651367
2019-09-24,45.26272964477539
2019-09-25,46.311737060546875
2019-09-26,45.87464904785156
2019-09-27,45.719242095947266
2019-09-30,46.28260040283203
2019-10-01,44.65081024169922
2019-10-02,43.64065170288086
2019-10-03,44.00975036621094
2019-10-04,44.03888702392578
2019-10-07,43.87376403808594
2019-10-08,42.591644287109375
2019-10-09,42.74705123901367
2019-10-10,43.63093948364258
2019-10-11,45.77751922607422
2019-10-14,45.476417541503906
2019-10-15,45.84551239013672
2019-10-16,45.76780700683594
2019-10-17,46.43800735473633
2019-10-18,46.583702087402344
2019-10-21,45.76780700683594
2019-10-22,45.476417541503906
2019-10-23,45.87464904785156
2019-10-24,48.05037307739258
2019-10-25,49.0313835144043
2019-10-28,49.74043655395508
2019-10-29,50.01240539550781
2019-10-30,49.56560134887695
2019-10-31,49.041099548339844
2019-11-01,50.80887222290039
2019-11-04,52.6154899597168
2019-11-05,52.64463424682617
2019-11-06,52.72233963012695
2019-11-07,54.19871520996094
2019-11-08,54.383270263671875
2019-11-11,54.208431243896484
2019-11-12,53.577083587646484
2019-11-13,52.12013244628906
2019-11-14,52.40180587768555
2019-11-15,53.28569793701172
2019-11-18,52.76118850708008
2019-11-19,51.85787582397461
2019-11-20,51.158538818359375
2019-11-21,52.33381652832031
2019-11-22,52.64463424682617
2019-11-25,53.61594009399414
2019-11-26,53.78105545043945
2019-11-27,53.39739990234375
2019-11-29,52.502193450927734
2019-12-02,52.29561233520508
2019-12-03,50.97739791870117
2019-12-04,51.4299201965332
2019-12-05,51.15447235107422
2019-12-06,52.354637145996094
2019-12-09,52.40382385253906
2019-12-10,52.26609802246094
2019-12-11,52.2365837097168
2019-12-12,53.56463623046875
2019-12-13,52.413658142089844
2019-12-16,53.2891845703125
2019-12-17,53.77122116088867
2019-12-18,53.36788558959961
2019-12-19,53.63349533081055
2019-12-20,53.7220344543457
2019-12-23,54.03683090209961
2019-12-24,54.007320404052734
2019-12-26,54.32211685180664
2019-12-27,53.93845748901367
2019-12-30,53.456424713134766
2019-12-31,53.84008026123047
2020-01-02,52.87601852416992
2020-01-03,51.56764221191406
2020-01-06,51.36105728149414
2020-01-07,51.34138107299805
2020-01-08,51.87260055541992
2020-01-09,51.34138107299805
2020-01-10,50.662601470947266
2020-01-13,51.498779296875
2020-01-14,51.39057159423828
2020-01-15,51.420082092285156
2020-01-16,51.62666702270508
2020-01-17,52.47268295288086
2020-01-21,51.74471664428711
2020-01-22,50.0428466796875
2020-01-23,49.432926177978516
2020-01-24,47.70154571533203
2020-01-27,46.412845611572266
2020-01-28,46.39317321777344
2020-01-29,48.86235809326172
2020-01-30,47.6818733215332
2020-01-31,45.32089614868164
2020-02-03,45.980003356933594
2020-02-04,47.268699645996094
2020-02-05,48.8033332824707
2020-02-06,48.400001525878906
2020-02-07,47.2490234375
2020-02-10,47.40642166137695
2020-02-11,47.99666976928711
2020-02-12,48.57707595825195
2020-02-13,47.51463317871094
2020-02-14,47.839271545410156
2020-02-18,46.963741302490234
2020-02-19,46.78666687011719
2020-02-20,47.96715545654297
2020-02-21,47.51463317871094
2020-02-24,45.48813247680664
2020-02-25,43.23536682128906
2020-02-26,42.349998474121094
2020-02-27,39.54999923706055
2020-02-28,40.40999984741211
2020-03-02,41.41999816894531
2020-03-03,40.560001373291016
2020-03-04,41.90999984741211
2020-03-05,40.099998474121094
2020-03-06,38.970001220703125
2020-03-09,30.530000686645508
2020-03-10,31.399999618530273
2020-03-11,27.989999771118164
2020-03-12,23.670000076293945
2020-03-13,25.690000534057617
2020-03-16,22.0
2020-03-17,26.600000381469727
2020-03-18,26.440000534057617
2020-03-19,28.1200008392334
2020-03-20,27.440000534057617
2020-03-23,26.579999923706055
2020-03-24,28.469999313354492
2020-03-25,30.3799991607666
2020-03-26,29.68000030517578
2020-03-27,28.559999465942383
2020-03-30,28.649999618530273
2020-03-31,29.239999771118164
2020-04-01,27.040000915527344
2020-04-02,28.030000686645508
2020-04-03,27.969999313354492
2020-04-06,30.540000915527344
2020-04-07,32.33000183105469
2020-04-08,34.790000915527344
2020-04-09,36.560001373291016
